volume,scale_factor,time,time_plus_1.2,cen,dmn,stage,cen_cumulative_hits,dmn_cumulative_hits,pda_outlier,ball_y_position,top_circle_y_position,bottom_circle_y_position
0,10,0.0051784515380859375,1.2051829814910888,0.0,0.0,baseline,0,0,nan,nan,nan,nan
1,10,0.01796436309814453,1.2179696083068847,0.0,0.0,baseline,0,0,nan,nan,nan,nan
2,10,0.03664517402648926,1.2366504192352294,0.0,0.0,baseline,0,0,nan,nan,nan,nan
3,10,0.05361175537109375,1.2536174774169921,0.0,0.0,baseline,0,0,nan,nan,nan,nan
4,10,1.0393993854522705,2.239402723312378,0.0,0.0,baseline,0,0,nan,nan,nan,nan
5,10,2.27414870262146,3.474155378341675,0.0,0.0,baseline,0,0,nan,nan,nan,nan
6,10,3.490295886993408,4.69030065536499,0.0,0.0,baseline,0,0,nan,nan,nan,nan
7,10,4.708534479141235,5.908540201187134,0.0,0.0,baseline,0,0,nan,nan,nan,nan
8,10,5.908100366592407,7.108104658126831,-0.069427,-0.069378,baseline,0,0,nan,nan,nan,nan
9,10,7.093418836593628,8.29342336654663,0.031116,0.007454,baseline,0,0,nan,nan,nan,nan
10,10,8.344478845596313,9.544483613967895,-0.219237,-0.067899,baseline,0,0,nan,nan,nan,nan
11,10,9.529175758361816,10.729180526733398,-0.100484,-0.047591,baseline,0,0,nan,nan,nan,nan
12,10,10.762271165847778,11.962276172637939,0.019458,-0.021512,baseline,0,0,nan,nan,nan,nan
13,10,11.947002410888672,13.147006702423095,0.157967,0.057975,baseline,0,0,nan,nan,nan,nan
14,10,13.214416265487671,14.414420795440673,0.151196,0.039301,baseline,0,0,nan,nan,nan,nan
15,10,14.366625308990479,15.566628646850585,0.205832,0.029206,baseline,0,0,nan,nan,nan,nan
16,10,15.569588899612427,16.769597244262695,0.119108,0.107671,baseline,0,0,nan,nan,nan,nan
17,10,16.81691575050354,18.016920042037963,0.111304,0.033299,baseline,0,0,nan,nan,nan,nan
18,10,18.020423412322998,19.220427227020263,0.129852,0.043973,baseline,0,0,nan,nan,nan,nan
19,10,19.219378232955933,20.419382047653198,0.027157,-0.004934,baseline,0,0,nan,nan,nan,nan
20,10,20.42039203643799,21.62039680480957,0.121691,0.079812,baseline,0,0,nan,nan,nan,nan
21,10,21.620471715927124,22.820476961135864,0.047272,0.064814,baseline,0,0,nan,nan,nan,nan
22,10,22.856186389923096,24.05619068145752,0.207116,0.047702,baseline,0,0,nan,nan,nan,nan
23,10,24.057307243347168,25.257310342788696,0.109936,0.050086,baseline,0,0,nan,nan,nan,nan
24,10,25.294641971588135,26.49464530944824,0.259931,0.027806,baseline,0,0,nan,nan,nan,nan
25,10,26.49463963508606,27.69464201927185,0.193785,0.032295,baseline,0,0,nan,nan,nan,nan
26,10,27.6763916015625,28.876395893096923,0.34888,0.015696,baseline,0,0,nan,nan,nan,nan
27,10,28.9105806350708,30.110584926605224,0.515484,0.158557,baseline,0,0,nan,nan,nan,nan
28,10,30.12355875968933,31.323562335968017,0.47936,0.204941,feedback,0,0,False,0.0,0.3333333333333333,-0.3333333333333333
29,10,31.411678791046143,32.611684274673465,0.84317,0.30516,feedback,1,0,False,0.0,0.3333333333333333,-0.3333333333333333
30,10,32.667096853256226,33.8670994758606,1.021929,0.400903,feedback,2,0,False,0.0,0.3333333333333333,-0.3333333333333333
31,10,33.86288237571716,35.06288857460022,1.120272,0.438172,feedback,3,0,False,0.0,0.3333333333333333,-0.3333333333333333
32,10,35.03138852119446,36.231392574310306,1.388002,0.551045,feedback,4,0,False,0.0,0.3333333333333333,-0.3333333333333333
33,10,36.25835418701172,37.458358716964725,1.361927,0.494705,feedback,5,0,False,0.0,0.3333333333333333,-0.3333333333333333
