volume,scale_factor,time,time_plus_1.2,cen,dmn,stage,cen_cumulative_hits,dmn_cumulative_hits,pda_outlier,ball_y_position,top_circle_y_position,bottom_circle_y_position
0,12.5,7.321641206741333,8.521642398834228,0.0,0.0,baseline,0,0,nan,nan,nan,nan
1,12.5,7.3716042041778564,8.571605396270751,0.0,0.0,baseline,0,0,nan,nan,nan,nan
2,12.5,7.438314199447632,8.638315391540527,0.0,0.0,baseline,0,0,nan,nan,nan,nan
3,12.5,7.505176067352295,8.70517725944519,0.0,0.0,baseline,0,0,nan,nan,nan,nan
4,12.5,7.571998119354248,8.771999311447143,0.0,0.0,baseline,0,0,nan,nan,nan,nan
5,12.5,8.139303207397461,9.339304161071777,0.0,0.0,baseline,0,0,nan,nan,nan,nan
6,12.5,9.37362265586853,10.573628139495849,0.0,0.0,baseline,0,0,nan,nan,nan,nan
7,12.5,10.60798954963684,11.807990503311157,0.0,0.0,baseline,0,0,nan,nan,nan,nan
8,12.5,11.758522510528564,12.95852346420288,0.02644,-0.015061,baseline,0,0,nan,nan,nan,nan
9,12.5,12.977176666259766,14.177178335189819,-0.004233,-0.006064,baseline,0,0,nan,nan,nan,nan
10,12.5,14.210648775100708,15.410649728775024,-0.087927,0.038298,baseline,0,0,nan,nan,nan,nan
11,12.5,15.412665367126465,16.61266632080078,0.002897,0.038532,baseline,0,0,nan,nan,nan,nan
12,12.5,16.57942771911621,17.779428911209106,-0.140054,0.078329,baseline,0,0,nan,nan,nan,nan
13,12.5,17.78147006034851,18.981471014022826,-0.068304,0.083262,baseline,0,0,nan,nan,nan,nan
14,12.5,18.948686838150024,20.14868803024292,-0.146072,0.016285,baseline,0,0,nan,nan,nan,nan
15,12.5,20.23282504081726,21.432825994491576,-0.061345,0.062876,baseline,0,0,nan,nan,nan,nan
16,12.5,21.333224534988403,22.53322548866272,0.012232,-0.024492,baseline,0,0,nan,nan,nan,nan
17,12.5,22.567603826522827,23.767605018615722,-0.204581,-0.094014,baseline,0,0,nan,nan,nan,nan
18,12.5,23.818464517593384,25.01846570968628,-0.014131,0.072517,baseline,0,0,nan,nan,nan,nan
